,CIS20CD,date,sars_cov2_gc_l_mean,suspended_solids_mg_l,ammonia_mg_l,ophosph_mg_l,sample_ph_pre_ansis,control_gc_l_mean,reac_vol_control,raw_ansis_sars_repc_std,grab_compo_boo,sars_below_lod,sars_below_loq,reception_delay,catchment_population_ons_mid_2019,catchment_area,catch_in_cis_prop,catch_cis_population,median_prob,ll,ul
18,J06000104,2020-10-05,11986.732421875,130.0,15.0,1.7999999523162842,7.5,22729300.0,2.0,42.98247528076171,1.0,0.0,0.0,23.016666666666666,58579.0,75.7183389948461,0.19004198490761545,58576.83105005922,0.8945742410969201,0.6794863835944385,1.1880272271282286
19,J06000104,2020-10-07,11443.727518717478,190.0,22.0,2.5,7.5,22729300.0,2.0,25.73257064819336,1.0,0.0,0.0,26.433333333333334,58579.0,75.7183389948461,0.19004198490761545,58576.83105005922,0.9487717474530727,0.7247609579365661,1.2483873430446628
20,J06000104,2020-10-09,11443.727518717478,110.0,17.0,2.0,7.5,22729300.0,2.0,25.73257064819336,1.0,0.0,0.0,26.55,58579.0,75.7183389948461,0.19004198490761545,58576.83105005922,0.9830088824834892,0.7546227275875971,1.2863630728436228
21,J06000104,2020-10-11,10900.722615559956,220.0,29.0,3.799999952316284,7.5,22729300.0,2.0,8.482666015625,1.0,0.0,0.0,26.8,58579.0,75.7183389948461,0.19004198490761545,58576.83105005922,0.9972856461881695,0.7690716925475314,1.3019544165251085
22,J06000104,2020-10-12,18950.45796712244,260.0,33.0,4.199999809265137,7.400000095367432,22729300.0,2.0,9.079978942871094,1.0,1.0,0.0,22.683333333333334,58579.0,75.7183389948461,0.19004198490761545,58576.83105005922,1.0044240280405097,0.7762961750274986,1.3097500883658515
23,J06000104,2020-10-14,4588.36317443849,93.0,11.0,1.399999976158142,7.400000095367432,22729300.0,2.0,4.314347267150879,1.0,0.0,0.0,25.566666666666666,58579.0,75.7183389948461,0.19004198490761545,58576.83105005922,1.01870079174519,0.7907451399874329,1.3253414320473371
24,J06000104,2020-10-16,7828.476201375326,110.0,15.0,2.5,7.400000095367432,22729300.0,2.0,39.940054893493645,1.0,0.0,0.0,26.133333333333333,58579.0,75.7183389948461,0.19004198490761545,58576.83105005922,1.0441007216864586,0.8115066443883646,1.3550878042594086
25,J06000104,2020-10-18,12396.663085937502,98.0,23.999999999999996,2.900000095367432,7.400000095367432,22729300.0,2.0,20.132186889648438,1.0,0.0,0.0,24.633333333333333,58579.0,75.7183389948461,0.19004198490761545,58576.83105005922,1.0806238178643157,0.8385806882302937,1.3989892050020658
26,J06000104,2020-10-19,24017.67281087239,260.0,49.0,5.900000095367432,7.400000095367432,22729300.0,2.0,32.47025299072267,0.0,1.0,0.0,22.45,58579.0,75.7183389948461,0.19004198490761545,58576.83105005922,1.0988853659532443,0.8521177101512583,1.4209399053733942
27,J06000104,2020-10-21,13443.455546061195,280.0,30.0,3.5,7.400000095367432,22729300.0,2.0,19.878017425537116,1.0,0.0,0.0,26.733333333333334,58579.0,75.7183389948461,0.19004198490761545,58576.83105005922,1.1354084621311014,0.8791917539931875,1.4648413061160515
28,J06000104,2020-10-23,3341.1788380940775,190.0,32.0,3.799999952316284,7.400000095367432,22729300.0,2.0,5.8794965744018555,1.0,0.0,0.0,26.433333333333334,58579.0,75.7183389948461,0.19004198490761545,58576.83105005922,1.1574202328397314,0.8958496388493092,1.4914195353074973
29,J06000104,2020-10-25,24257.250854492075,370.0,50.0,6.5,7.400000095367432,22729300.0,2.0,23.45618438720703,0.0,1.0,0.0,23.183333333333337,58579.0,75.7183389948461,0.19004198490761545,58576.83105005922,1.1649206780791344,0.9020913647196238,1.5006745929477314
